                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.69317,                0.43222,                0.85746,                0.89538,                0.87033,                0.93858,                0.75647,                0.67512,                0.45678,                0.87888,              0.0039412,              0.0039412,              0.0039412
                    156,                0.69149,                0.43128,                0.85714,                 0.8957,                0.86889,                0.93849,                0.75681,                 0.6746,                0.45615,                0.87912,              0.0039016,              0.0039016,              0.0039016
                    157,                0.68947,                0.42855,                0.85629,                0.89595,                0.87021,                0.93914,                0.75678,                0.67581,                0.45512,                0.88133,               0.003862,               0.003862,               0.003862
                    158,                0.68563,                0.42833,                0.85544,                0.89717,                0.87067,                0.93892,                0.75742,                 0.6746,                0.45606,                 0.8809,              0.0038224,              0.0038224,              0.0038224
                    159,                0.69033,                0.42888,                0.85733,                  0.897,                0.86982,                0.93891,                 0.7571,                0.67341,                 0.4588,                0.88014,              0.0037828,              0.0037828,              0.0037828
                    160,                0.68934,                0.42943,                0.85554,                0.89797,                0.86788,                0.93862,                0.75697,                0.67317,                0.46039,                0.87978,              0.0037432,              0.0037432,              0.0037432
                    161,                0.68576,                0.42768,                0.85567,                0.89871,                 0.8685,                 0.9388,                0.75678,                0.67189,                0.45952,                0.87818,              0.0037036,              0.0037036,              0.0037036
                    162,                0.68373,                0.42472,                0.85453,                0.89795,                0.86865,                0.93868,                0.75694,                0.67093,                0.45986,                0.87818,               0.003664,               0.003664,               0.003664
                    163,                0.68961,                0.42868,                0.85507,                0.89665,                0.87021,                0.93908,                0.75767,                0.67141,                0.45838,                0.87935,              0.0036244,              0.0036244,              0.0036244
                    164,                0.68791,                0.42665,                0.85524,                0.89637,                0.87237,                0.93959,                0.75725,                0.67114,                0.45994,                0.87966,              0.0035848,              0.0035848,              0.0035848
                    165,                0.68329,                0.42599,                 0.8548,                0.89683,                0.87166,                0.93941,                0.75774,                0.67238,                0.45935,                0.88168,              0.0035452,              0.0035452,              0.0035452
                    166,                0.68357,                0.42506,                0.85068,                0.89654,                0.87204,                0.93951,                 0.7576,                0.67191,                 0.4584,                0.88201,              0.0035056,              0.0035056,              0.0035056
                    167,                0.68347,                 0.4248,                0.85544,                0.89584,                0.87142,                0.93923,                0.75743,                0.67232,                0.45735,                0.88239,               0.003466,               0.003466,               0.003466
                    168,                0.68749,                0.42565,                0.85641,                0.89823,                0.86893,                0.93892,                 0.7575,                0.67206,                0.45657,                0.88207,              0.0034264,              0.0034264,              0.0034264
                    169,                0.67969,                0.42095,                0.85224,                0.89763,                0.86903,                0.93908,                0.75773,                0.67232,                0.45647,                0.88241,              0.0033868,              0.0033868,              0.0033868
                    170,                0.68562,                0.42288,                0.85414,                0.89403,                0.87267,                0.93937,                0.75758,                0.67298,                0.45663,                0.88302,              0.0033472,              0.0033472,              0.0033472
                    171,                0.68458,                0.42355,                0.85498,                0.89696,                0.86813,                0.93904,                0.75735,                0.67317,                0.45777,                0.88228,              0.0033076,              0.0033076,              0.0033076
                    172,                0.68123,                0.42163,                 0.8548,                0.89804,                0.86646,                 0.9391,                0.75751,                0.67304,                0.45807,                0.88187,               0.003268,               0.003268,               0.003268
                    173,                0.68024,                0.42188,                0.85235,                0.89731,                 0.8684,                0.93903,                0.75767,                0.67272,                0.45778,                0.88109,              0.0032284,              0.0032284,              0.0032284
                    174,                0.68038,                0.42193,                 0.8537,                0.89419,                0.87114,                0.93919,                0.75792,                 0.6725,                0.45818,                 0.8808,              0.0031888,              0.0031888,              0.0031888
                    175,                0.68223,                0.42208,                0.85386,                0.89451,                0.87148,                0.93963,                0.75805,                0.67285,                 0.4575,                0.88111,              0.0031492,              0.0031492,              0.0031492
                    176,                0.67637,                0.41931,                0.85247,                0.89356,                0.87167,                0.93988,                0.75815,                0.67296,                0.45746,                 0.8811,              0.0031096,              0.0031096,              0.0031096
                    177,                  0.685,                0.42356,                0.85451,                0.89758,                0.86885,                0.94019,                0.75842,                0.67274,                0.45685,                0.88076,                0.00307,                0.00307,                0.00307
                    178,                 0.6807,                0.42187,                 0.8526,                0.89887,                0.86929,                0.94029,                0.75831,                 0.6734,                0.45699,                0.88126,              0.0030304,              0.0030304,              0.0030304
                    179,                 0.6753,                0.41771,                0.85185,                0.89671,                0.86973,                 0.9404,                0.75836,                0.67405,                0.45774,                0.88128,              0.0029908,              0.0029908,              0.0029908
                    180,                 0.6789,                0.41767,                0.85151,                0.89577,                0.87003,                0.94045,                0.75862,                 0.6732,                0.45788,                0.88053,              0.0029512,              0.0029512,              0.0029512
                    181,                0.67958,                0.41981,                 0.8529,                0.89535,                0.87024,                0.93971,                0.75883,                0.67297,                0.45769,                0.88037,              0.0029116,              0.0029116,              0.0029116
                    182,                0.67922,                0.41944,                0.85251,                0.89575,                0.87113,                 0.9398,                0.75887,                0.67258,                0.45747,                0.87976,               0.002872,               0.002872,               0.002872
                    183,                0.67447,                0.41635,                0.85164,                0.89598,                0.87109,                0.93986,                0.75889,                0.67211,                 0.4576,                0.87933,              0.0028324,              0.0028324,              0.0028324
                    184,                 0.6765,                0.41696,                 0.8526,                0.89796,                 0.8684,                 0.9399,                0.75879,                0.67139,                0.45735,                0.87878,              0.0027928,              0.0027928,              0.0027928
                    185,                0.67162,                 0.4136,                 0.8508,                0.89221,                0.87274,                0.93945,                0.75909,                0.67095,                0.45707,                0.87852,              0.0027532,              0.0027532,              0.0027532
                    186,                0.67476,                0.41631,                 0.8526,                0.89296,                0.87288,                0.93977,                0.75978,                0.67082,                0.45685,                0.87841,              0.0027136,              0.0027136,              0.0027136
                    187,                0.67837,                0.41869,                0.85203,                0.89153,                0.87443,                0.94005,                0.75971,                0.67106,                 0.4576,                0.87848,               0.002674,               0.002674,               0.002674
                    188,                0.67571,                0.41522,                0.85116,                0.89157,                0.87449,                0.94009,                0.75998,                0.67115,                0.45726,                0.87905,              0.0026344,              0.0026344,              0.0026344
                    189,                0.67478,                0.41628,                0.85173,                0.89409,                0.87189,                0.93993,                0.75994,                0.67128,                0.45654,                0.87917,              0.0025948,              0.0025948,              0.0025948
                    190,                0.67078,                0.41214,                0.85048,                0.89398,                0.87283,                0.93998,                0.76011,                0.67149,                0.45533,                0.87997,              0.0025552,              0.0025552,              0.0025552
                    191,                0.67063,                0.41417,                0.85109,                 0.8934,                0.87335,                0.94016,                0.76014,                0.67177,                 0.4535,                0.88061,              0.0025156,              0.0025156,              0.0025156
                    192,                0.66961,                0.41106,                0.84934,                0.89267,                0.87447,                0.94008,                0.75994,                0.67179,                0.45282,                0.88092,               0.002476,               0.002476,               0.002476
                    193,                0.67397,                0.41218,                0.85099,                0.89247,                0.87444,                 0.9401,                0.76031,                0.67176,                0.45278,                0.88115,              0.0024364,              0.0024364,              0.0024364
                    194,                0.66791,                0.41218,                0.85039,                0.89264,                0.87384,                 0.9403,                0.76012,                0.67189,                0.45299,                 0.8811,              0.0023968,              0.0023968,              0.0023968
                    195,                0.66946,                0.41251,                0.85044,                0.89395,                0.87239,                0.94028,                0.76023,                0.67209,                0.45285,                0.88131,              0.0023572,              0.0023572,              0.0023572
                    196,                0.66745,                0.40995,                 0.8501,                 0.8948,                0.87259,                0.94038,                0.76017,                0.67215,                0.45322,                0.88155,              0.0023176,              0.0023176,              0.0023176
                    197,                0.66885,                 0.4112,                 0.8494,                0.89775,                0.87043,                0.94023,                0.76044,                0.67214,                0.45282,                0.88154,               0.002278,               0.002278,               0.002278
                    198,                0.67027,                0.40999,                0.85118,                0.89948,                0.86921,                0.94016,                0.76024,                 0.6717,                0.45263,                0.88121,              0.0022384,              0.0022384,              0.0022384
                    199,                0.66527,                0.40965,                0.85025,                0.89889,                0.87028,                0.94031,                0.76052,                0.67191,                0.45215,                0.88119,              0.0021988,              0.0021988,              0.0021988
                    200,                0.66452,                0.40837,                0.84898,                0.89937,                0.86988,                0.93995,                0.76019,                0.67197,                0.45192,                0.88118,              0.0021592,              0.0021592,              0.0021592
                    201,                0.66461,                0.40738,                0.84885,                0.89906,                 0.8703,                0.94015,                0.76032,                0.67176,                0.45224,                0.88103,              0.0021196,              0.0021196,              0.0021196
                    202,                 0.6669,                0.40897,                0.84944,                0.89744,                0.87184,                 0.9402,                0.76028,                0.67208,                0.45225,                0.88132,                0.00208,                0.00208,                0.00208
                    203,                0.66897,                0.40849,                0.84902,                0.89741,                0.87188,                0.94004,                0.76022,                0.67206,                0.45295,                0.88127,              0.0020404,              0.0020404,              0.0020404
                    204,                0.66813,                0.40858,                0.84957,                0.89752,                 0.8716,                0.94014,                0.76016,                0.67216,                0.45349,                0.88114,              0.0020008,              0.0020008,              0.0020008
                    205,                0.66059,                0.40493,                0.84823,                0.89535,                0.87421,                0.94015,                 0.7601,                0.67242,                0.45403,                0.88105,              0.0019612,              0.0019612,              0.0019612
                    206,                0.66527,                 0.4073,                0.84848,                0.89333,                0.87633,                0.94046,                0.75987,                0.67254,                0.45436,                  0.881,              0.0019216,              0.0019216,              0.0019216
                    207,                0.66526,                0.40583,                0.84891,                0.90094,                0.86894,                0.94054,                0.76012,                 0.6725,                0.45453,                0.88099,               0.001882,               0.001882,               0.001882
                    208,                0.66453,                 0.4057,                0.84838,                0.90104,                0.86963,                0.94052,                0.76007,                 0.6725,                 0.4546,                0.88098,              0.0018424,              0.0018424,              0.0018424
                    209,                0.66387,                 0.4058,                0.84979,                 0.8956,                0.87463,                0.94036,                0.76036,                0.67222,                0.45458,                0.88095,              0.0018028,              0.0018028,              0.0018028
                    210,                0.66171,                0.40448,                0.84813,                0.89679,                0.87341,                0.94022,                0.76014,                0.67211,                0.45456,                0.88079,              0.0017632,              0.0017632,              0.0017632
                    211,                0.65897,                0.40332,                0.84728,                0.89628,                0.87417,                0.94033,                0.76016,                0.67207,                0.45457,                 0.8808,              0.0017236,              0.0017236,              0.0017236
                    212,                0.65902,                  0.403,                0.84637,                0.89623,                0.87441,                0.94054,                   0.76,                0.67222,                0.45455,                0.88075,               0.001684,               0.001684,               0.001684
                    213,                0.66197,                0.40248,                0.84708,                0.89591,                0.87499,                0.94046,                0.76016,                0.67249,                0.45488,                0.88083,              0.0016444,              0.0016444,              0.0016444
                    214,                0.66358,                0.40576,                0.84803,                0.89563,                0.87471,                0.94024,                0.76024,                0.67225,                0.45478,                 0.8808,              0.0016048,              0.0016048,              0.0016048
                    215,                0.65795,                0.40048,                0.84588,                0.89567,                0.87425,                0.94061,                0.76029,                0.67219,                0.45512,                0.88087,              0.0015652,              0.0015652,              0.0015652
                    216,                0.65845,                0.40306,                0.84706,                0.89327,                0.87729,                0.94073,                0.76043,                0.67236,                0.45554,                0.88103,              0.0015256,              0.0015256,              0.0015256
                    217,                0.65928,                0.40072,                0.84631,                0.89315,                0.87761,                0.94081,                0.76062,                0.67233,                0.45576,                0.88102,               0.001486,               0.001486,               0.001486
                    218,                 0.6575,                0.39933,                0.84616,                 0.8958,                 0.8749,                0.94066,                0.76044,                0.67242,                0.45607,                0.88109,              0.0014464,              0.0014464,              0.0014464
                    219,                0.65603,                 0.4001,                0.84729,                0.89563,                  0.875,                0.94053,                0.76051,                 0.6723,                0.45614,                0.88108,              0.0014068,              0.0014068,              0.0014068
                    220,                0.65762,                0.40188,                0.84721,                0.89638,                0.87433,                 0.9406,                0.76067,                0.67268,                0.45621,                0.88134,              0.0013672,              0.0013672,              0.0013672
                    221,                0.65596,                0.39934,                0.84634,                0.89654,                0.87449,                0.94057,                0.76064,                 0.6725,                0.45643,                0.88114,              0.0013276,              0.0013276,              0.0013276
                    222,                0.65385,                0.39905,                0.84855,                 0.8966,                0.87478,                0.94043,                0.76048,                0.67233,                0.45616,                0.88109,               0.001288,               0.001288,               0.001288
                    223,                0.65589,                0.39953,                 0.8462,                0.89746,                0.87399,                0.94018,                0.76044,                0.67254,                0.45612,                0.88111,              0.0012484,              0.0012484,              0.0012484
                    224,                0.65255,                0.39831,                0.84643,                0.89785,                0.87378,                0.94026,                0.76036,                0.67257,                0.45642,                0.88118,              0.0012088,              0.0012088,              0.0012088
                    225,                0.65094,                0.39596,                0.84569,                0.89742,                0.87451,                0.94025,                 0.7607,                0.67252,                0.45641,                0.88107,              0.0011692,              0.0011692,              0.0011692
                    226,                0.65517,                0.39871,                0.84616,                0.89608,                 0.8755,                0.94037,                0.76079,                0.67232,                 0.4565,                0.88119,              0.0011296,              0.0011296,              0.0011296
                    227,                0.64936,                0.39597,                0.84518,                0.89687,                0.87513,                 0.9401,                0.76078,                0.67233,                 0.4567,                0.88088,                0.00109,                0.00109,                0.00109
                    228,                0.65261,                0.39712,                0.84541,                0.89728,                0.87521,                 0.9401,                0.76089,                0.67229,                0.45647,                0.88114,              0.0010504,              0.0010504,              0.0010504
                    229,                0.64598,                0.39259,                0.84452,                0.89753,                0.87504,                0.94004,                0.76101,                0.67242,                0.45657,                0.88141,              0.0010108,              0.0010108,              0.0010108
                    230,                0.65241,                0.39462,                0.84551,                0.89781,                0.87483,                0.94011,                0.76102,                0.67258,                 0.4566,                0.88149,              0.0009712,              0.0009712,              0.0009712
                    231,                0.64986,                0.39538,                0.84579,                 0.8976,                0.87495,                0.94017,                 0.7611,                0.67254,                0.45644,                0.88155,              0.0009316,              0.0009316,              0.0009316
                    232,                0.64792,                0.39423,                0.84459,                0.89784,                0.87475,                0.93999,                0.76082,                0.67286,                0.45681,                0.88169,               0.000892,               0.000892,               0.000892
                    233,                0.64802,                0.39442,                0.84365,                0.89742,                0.87447,                0.93993,                0.76106,                0.67261,                0.45714,                 0.8814,              0.0008524,              0.0008524,              0.0008524
                    234,                0.64956,                0.39418,                0.84495,                0.89758,                0.87487,                0.94003,                0.76064,                 0.6725,                 0.4572,                0.88147,              0.0008128,              0.0008128,              0.0008128
                    235,                0.64775,                0.39021,                0.84401,                0.89753,                0.87472,                 0.9399,                0.76099,                0.67261,                0.45731,                0.88158,              0.0007732,              0.0007732,              0.0007732
                    236,                0.64597,                0.39349,                0.84449,                0.89593,                0.87587,                0.94017,                0.76107,                0.67255,                0.45752,                 0.8816,              0.0007336,              0.0007336,              0.0007336
                    237,                0.64356,                0.38985,                0.84361,                0.89571,                0.87555,                0.94016,                 0.7611,                0.67248,                0.45741,                0.88163,               0.000694,               0.000694,               0.000694
                    238,                0.64624,                0.39165,                0.84492,                0.89607,                0.87508,                 0.9398,                0.76109,                 0.6724,                0.45754,                0.88151,              0.0006544,              0.0006544,              0.0006544
                    239,                0.64508,                0.38997,                0.84432,                0.89627,                0.87534,                0.94001,                0.76136,                0.67225,                0.45766,                0.88145,              0.0006148,              0.0006148,              0.0006148
                    240,                0.64323,                0.39023,                0.84355,                0.89585,                 0.8755,                0.93988,                0.76126,                0.67218,                0.45791,                0.88144,              0.0005752,              0.0005752,              0.0005752
                    241,                0.63002,                 0.3761,                0.83596,                0.89609,                0.87492,                0.94007,                 0.7613,                0.67228,                0.45782,                0.88144,              0.0005356,              0.0005356,              0.0005356
                    242,                 0.6264,                0.37384,                0.83446,                0.89605,                0.87505,                 0.9401,                0.76127,                0.67234,                0.45839,                0.88134,               0.000496,               0.000496,               0.000496
                    243,                0.62332,                0.37015,                0.83493,                 0.8972,                 0.8747,                0.94008,                0.76165,                 0.6724,                0.45858,                 0.8814,              0.0004564,              0.0004564,              0.0004564
                    244,                0.62153,                0.37031,                0.83358,                0.89633,                0.87447,                0.94001,                0.76128,                0.67242,                0.45856,                0.88134,              0.0004168,              0.0004168,              0.0004168
                    245,                0.61723,                0.36867,                0.83436,                0.89602,                0.87505,                0.94001,                0.76138,                0.67248,                0.45863,                0.88142,              0.0003772,              0.0003772,              0.0003772
                    246,                0.61983,                0.36894,                0.83492,                0.89625,                0.87428,                0.94003,                0.76139,                0.67248,                0.45877,                0.88144,              0.0003376,              0.0003376,              0.0003376
                    247,                0.61649,                0.36733,                0.83383,                 0.8977,                0.87328,                0.94001,                0.76142,                0.67251,                0.45884,                0.88138,               0.000298,               0.000298,               0.000298
                    248,                0.61603,                 0.3664,                0.83286,                0.89773,                0.87407,                0.94005,                0.76132,                0.67237,                 0.4588,                0.88134,              0.0002584,              0.0002584,              0.0002584
                    249,                0.61286,                0.36478,                0.83171,                0.89847,                0.87288,                0.94002,                0.76129,                0.67259,                0.45911,                0.88138,              0.0002188,              0.0002188,              0.0002188
                    250,                0.61095,                0.36267,                0.83192,                0.89574,                0.87592,                0.94026,                0.76147,                0.67226,                0.45909,                0.88118,              0.0001792,              0.0001792,              0.0001792
